,tot_sewer_and_water,num_sewer_and_water,avg_sewer_and_water,tot_power,num_power,avg_power,tot_roads_and_bridges,num_roads_and_bridges,avg_roads_and_bridges,tot_buildings,num_buildings,avg_buildings,tot_shake_intensity,num_shake_intensity,avg_shake_intensity,tot_medical,num_medical,avg_medical,zone,time
1144,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,Broadview,2020-04-08 16:00:00
1264,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,Chapparal,2020-04-08 16:00:00
1624,42.0,8,5.25,43.0,8,5.375,37.0,8,4.625,34.0,8,4.25,4.0,2,2.0,0.0,0,0.0,Cheddarford,2020-04-08 16:00:00
784,131.0,25,5.24,80.0,25,3.2,116.0,25,4.64,116.0,25,4.64,9.0,11,0.8181818181818182,87.0,25,3.48,Downtown,2020-04-08 16:00:00
2224,50.0,17,2.9411764705882355,124.0,17,7.294117647058822,73.0,17,4.294117647058823,79.0,17,4.647058823529412,47.0,13,3.615384615384616,0.0,0,0.0,East Parton,2020-04-08 16:00:00
1744,98.0,18,5.4444444444444455,107.0,18,5.9444444444444455,118.0,18,6.5555555555555545,97.0,18,5.388888888888888,36.0,12,3.0,0.0,0,0.0,Easton,2020-04-08 16:00:00
304,147.0,36,4.083333333333333,161.0,36,4.472222222222221,197.0,36,5.472222222222222,89.0,36,2.4722222222222223,37.0,25,1.48,10.0,2,5.0,Northwest,2020-04-08 16:00:00
2104,11.0,6,1.8333333333333333,39.0,6,6.5,35.0,6,5.833333333333332,15.0,6,2.5,6.0,5,1.2,0.0,0,0.0,Oakwillow,2020-04-08 16:00:00
424,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,Old Town,2020-04-08 16:00:00
184,36.0,10,3.6,25.0,10,2.5,49.0,10,4.9,36.0,10,3.6,2.0,7,0.2857142857142857,46.0,10,4.6,Palace Hills,2020-04-08 16:00:00
1504,180.0,58,3.103448275862069,350.0,58,6.0344827586206895,223.0,58,3.844827586206896,173.0,58,2.9827586206896552,270.0,58,4.655172413793104,17.0,2,8.5,Peppermill,2020-04-08 16:00:00
544,120.0,22,5.454545454545454,88.0,22,4.0,74.0,22,3.363636363636364,62.0,22,2.8181818181818183,86.0,19,4.526315789473684,0.0,0,0.0,Safe Town,2020-04-08 16:00:00
1024,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,Scenic Vista,2020-04-08 16:00:00
1984,81.0,17,4.764705882352942,77.0,17,4.529411764705882,53.0,17,3.117647058823529,65.0,17,3.8235294117647056,5.0,4,1.25,72.0,17,4.235294117647058,Southton,2020-04-08 16:00:00
664,45.0,12,3.75,60.0,12,5.0,63.0,12,5.25,49.0,12,4.083333333333333,1.0,5,0.2,48.0,12,4.0,Southwest,2020-04-08 16:00:00
1384,70.0,11,6.363636363636362,85.0,11,7.727272727272727,53.0,11,4.818181818181818,62.0,11,5.636363636363638,17.0,7,2.4285714285714284,60.0,11,5.454545454545454,Terrapin Springs,2020-04-08 16:00:00
2344,32.0,8,4.0,26.0,8,3.25,30.0,8,3.75,35.0,8,4.375,9.0,4,2.25,0.0,0,0.0,West Parton,2020-04-08 16:00:00
1864,69.0,13,5.307692307692308,67.0,13,5.153846153846153,56.0,13,4.307692307692308,48.0,13,3.692307692307693,6.0,5,1.2,5.0,1,5.0,Weston,2020-04-08 16:00:00
904,0.0,0,0.0,16.0,2,8.0,12.0,2,6.0,0.0,0,0.0,9.0,2,4.5,0.0,0,0.0,Wilson Forest,2020-04-08 16:00:00
1145,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,Broadview,2020-04-08 17:00:00
1265,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,Chapparal,2020-04-08 17:00:00
1625,16.0,5,3.2,29.0,5,5.8,29.0,5,5.8,16.0,5,3.2,6.0,2,3.0,0.0,0,0.0,Cheddarford,2020-04-08 17:00:00
785,91.0,15,6.066666666666666,70.0,15,4.666666666666667,59.0,15,3.933333333333333,50.0,15,3.333333333333333,3.0,3,1.0,65.0,15,4.333333333333333,Downtown,2020-04-08 17:00:00
2225,55.0,13,4.230769230769232,76.0,13,5.846153846153847,63.0,13,4.846153846153847,73.0,13,5.615384615384616,21.0,8,2.625,2.0,1,2.0,East Parton,2020-04-08 17:00:00
1745,56.0,11,5.090909090909091,71.0,11,6.454545454545454,68.0,11,6.1818181818181825,53.0,11,4.818181818181818,13.0,5,2.6,0.0,0,0.0,Easton,2020-04-08 17:00:00
305,106.0,26,4.076923076923077,119.0,26,4.5769230769230775,142.0,26,5.461538461538462,57.0,26,2.1923076923076925,26.0,17,1.5294117647058822,0.0,0,0.0,Northwest,2020-04-08 17:00:00
2105,4.0,3,1.3333333333333333,24.0,3,8.0,23.0,3,7.666666666666668,8.0,3,2.6666666666666665,3.0,2,1.5,0.0,0,0.0,Oakwillow,2020-04-08 17:00:00
425,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,Old Town,2020-04-08 17:00:00
185,9.0,3,3.0,6.0,3,2.0,6.0,3,2.0,11.0,3,3.6666666666666665,0.0,1,0.0,14.0,3,4.666666666666667,Palace Hills,2020-04-08 17:00:00
1505,102.0,32,3.1875,176.0,32,5.5,121.0,32,3.78125,95.0,32,2.96875,152.0,30,5.066666666666666,0.0,0,0.0,Peppermill,2020-04-08 17:00:00
545,76.0,14,5.428571428571429,60.0,14,4.285714285714286,55.0,14,3.928571428571429,60.0,14,4.285714285714286,36.0,12,3.0,0.0,0,0.0,Safe Town,2020-04-08 17:00:00
1025,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,Scenic Vista,2020-04-08 17:00:00
1985,73.0,12,6.083333333333332,53.0,12,4.416666666666667,66.0,12,5.5,67.0,12,5.583333333333332,2.0,4,0.5,72.0,12,6.0,Southton,2020-04-08 17:00:00
665,25.0,7,3.571428571428572,44.0,7,6.2857142857142865,40.0,7,5.7142857142857135,28.0,7,4.0,0.0,2,0.0,25.0,7,3.571428571428572,Southwest,2020-04-08 17:00:00
1385,38.0,6,6.333333333333332,52.0,6,8.666666666666666,29.0,6,4.833333333333333,31.0,6,5.166666666666667,16.0,6,2.6666666666666665,24.0,6,4.0,Terrapin Springs,2020-04-08 17:00:00
2345,24.0,6,4.0,35.0,6,5.833333333333332,18.0,6,3.0,22.0,6,3.6666666666666665,0.0,2,0.0,0.0,0,0.0,West Parton,2020-04-08 17:00:00
1865,49.0,13,3.7692307692307687,68.0,13,5.230769230769232,51.0,13,3.9230769230769234,63.0,13,4.846153846153847,5.0,7,0.7142857142857143,0.0,0,0.0,Weston,2020-04-08 17:00:00
905,0.0,0,0.0,9.0,1,9.0,5.0,1,5.0,0.0,0,0.0,4.0,1,4.0,0.0,0,0.0,Wilson Forest,2020-04-08 17:00:00
1146,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,Broadview,2020-04-08 18:00:00
1266,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,Chapparal,2020-04-08 18:00:00
1626,32.0,4,8.0,20.0,4,5.0,17.0,4,4.25,20.0,4,5.0,0.0,1,0.0,0.0,0,0.0,Cheddarford,2020-04-08 18:00:00
786,70.0,13,5.384615384615384,60.0,13,4.615384615384615,80.0,13,6.153846153846153,64.0,13,4.9230769230769225,0.0,2,0.0,72.0,13,5.538461538461538,Downtown,2020-04-08 18:00:00
2226,66.0,11,6.0,74.0,11,6.727272727272728,63.0,11,5.727272727272728,76.0,11,6.909090909090909,14.0,5,2.8,0.0,0,0.0,East Parton,2020-04-08 18:00:00
1746,54.0,8,6.75,51.0,8,6.375,59.0,8,7.375,46.0,8,5.75,18.0,5,3.6,0.0,0,0.0,Easton,2020-04-08 18:00:00
306,42.0,13,3.2307692307692313,75.0,13,5.769230769230768,62.0,13,4.769230769230768,60.0,13,4.615384615384615,3.0,7,0.42857142857142855,0.0,0,0.0,Northwest,2020-04-08 18:00:00
2106,4.0,3,1.3333333333333333,23.0,3,7.666666666666668,19.0,3,6.333333333333332,10.0,3,3.333333333333333,5.0,3,1.6666666666666667,0.0,0,0.0,Oakwillow,2020-04-08 18:00:00
426,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,Old Town,2020-04-08 18:00:00
186,13.0,3,4.333333333333333,8.0,3,2.6666666666666665,22.0,3,7.333333333333332,15.0,3,5.0,1.0,1,1.0,12.0,3,4.0,Palace Hills,2020-04-08 18:00:00
1506,86.0,26,3.3076923076923075,162.0,26,6.230769230769232,113.0,26,4.346153846153847,110.0,26,4.230769230769232,102.0,22,4.636363636363637,0.0,0,0.0,Peppermill,2020-04-08 18:00:00
546,34.0,7,4.857142857142857,32.0,7,4.571428571428571,27.0,7,3.8571428571428568,16.0,7,2.2857142857142856,30.0,6,5.0,0.0,0,0.0,Safe Town,2020-04-08 18:00:00
1026,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,Scenic Vista,2020-04-08 18:00:00
1986,13.0,2,6.5,17.0,2,8.5,13.0,2,6.5,10.0,2,5.0,1.0,1,1.0,10.0,2,5.0,Southton,2020-04-08 18:00:00
666,21.0,5,4.2,12.0,5,2.4,23.0,5,4.6,39.0,5,7.8,0.0,0,0.0,22.0,5,4.4,Southwest,2020-04-08 18:00:00
1386,31.0,6,5.166666666666667,40.0,6,6.666666666666668,30.0,6,5.0,29.0,6,4.833333333333333,10.0,4,2.5,30.0,6,5.0,Terrapin Springs,2020-04-08 18:00:00
2346,26.0,4,6.5,22.0,4,5.5,32.0,4,8.0,10.0,4,2.5,1.0,1,1.0,0.0,0,0.0,West Parton,2020-04-08 18:00:00
1866,60.0,11,5.454545454545454,52.0,11,4.727272727272728,54.0,11,4.909090909090909,56.0,11,5.090909090909091,1.0,2,0.5,0.0,0,0.0,Weston,2020-04-08 18:00:00
906,0.0,0,0.0,10.0,1,10.0,10.0,1,10.0,0.0,0,0.0,0.0,1,0.0,0.0,0,0.0,Wilson Forest,2020-04-08 18:00:00
1147,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,Broadview,2020-04-08 19:00:00
1267,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,Chapparal,2020-04-08 19:00:00
1627,15.0,2,7.5,12.0,2,6.0,10.0,2,5.0,9.0,2,4.5,0.0,0,0.0,0.0,0,0.0,Cheddarford,2020-04-08 19:00:00
787,70.0,16,4.375,81.0,16,5.0625,81.0,16,5.0625,76.0,16,4.75,1.0,3,0.3333333333333333,100.0,16,6.25,Downtown,2020-04-08 19:00:00
2227,19.0,5,3.8,31.0,5,6.2,27.0,5,5.4,21.0,5,4.2,8.0,3,2.6666666666666665,8.0,1,8.0,East Parton,2020-04-08 19:00:00
1747,19.0,3,6.333333333333332,21.0,3,7.0,15.0,3,5.0,20.0,3,6.666666666666668,1.0,1,1.0,0.0,0,0.0,Easton,2020-04-08 19:00:00
307,51.0,12,4.25,67.0,12,5.583333333333332,74.0,12,6.166666666666668,45.0,12,3.75,8.0,6,1.3333333333333333,4.0,1,4.0,Northwest,2020-04-08 19:00:00
2107,1.0,1,1.0,7.0,1,7.0,7.0,1,7.0,2.0,1,2.0,1.0,1,1.0,0.0,0,0.0,Oakwillow,2020-04-08 19:00:00
427,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,Old Town,2020-04-08 19:00:00
187,7.0,1,7.0,5.0,1,5.0,10.0,1,10.0,10.0,1,10.0,0.0,0,0.0,7.0,1,7.0,Palace Hills,2020-04-08 19:00:00
1507,33.0,12,2.75,79.0,12,6.583333333333332,50.0,12,4.166666666666667,38.0,12,3.1666666666666665,50.0,10,5.0,0.0,0,0.0,Peppermill,2020-04-08 19:00:00
547,15.0,3,5.0,11.0,3,3.6666666666666665,13.0,3,4.333333333333333,13.0,3,4.333333333333333,9.0,3,3.0,0.0,0,0.0,Safe Town,2020-04-08 19:00:00
1027,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,Scenic Vista,2020-04-08 19:00:00
1987,21.0,5,4.2,38.0,5,7.6,32.0,5,6.4,35.0,5,7.0,0.0,1,0.0,32.0,5,6.4,Southton,2020-04-08 19:00:00
667,12.0,2,6.0,10.0,2,5.0,4.0,2,2.0,16.0,2,8.0,2.0,2,1.0,0.0,2,0.0,Southwest,2020-04-08 19:00:00
1387,18.0,3,6.0,19.0,3,6.333333333333332,18.0,3,6.0,19.0,3,6.333333333333332,2.0,3,0.6666666666666666,10.0,3,3.333333333333333,Terrapin Springs,2020-04-08 19:00:00
2347,20.0,4,5.0,22.0,4,5.5,19.0,4,4.75,27.0,4,6.75,3.0,1,3.0,0.0,0,0.0,West Parton,2020-04-08 19:00:00
1867,38.0,9,4.222222222222221,54.0,9,6.0,50.0,9,5.5555555555555545,48.0,9,5.333333333333333,2.0,2,1.0,0.0,0,0.0,Weston,2020-04-08 19:00:00
907,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,Wilson Forest,2020-04-08 19:00:00
1148,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,Broadview,2020-04-08 20:00:00
1268,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,Chapparal,2020-04-08 20:00:00
1628,6.0,1,6.0,1.0,1,1.0,0.0,1,0.0,0.0,1,0.0,0.0,0,0.0,0.0,0,0.0,Cheddarford,2020-04-08 20:00:00
788,78.0,11,7.090909090909091,61.0,11,5.545454545454546,46.0,11,4.181818181818182,70.0,11,6.363636363636362,0.0,1,0.0,56.0,11,5.090909090909091,Downtown,2020-04-08 20:00:00
2228,5.0,2,2.5,10.0,2,5.0,4.0,2,2.0,9.0,2,4.5,3.0,1,3.0,0.0,0,0.0,East Parton,2020-04-08 20:00:00
1748,11.0,3,3.6666666666666665,15.0,3,5.0,24.0,3,8.0,16.0,3,5.333333333333333,0.0,1,0.0,0.0,0,0.0,Easton,2020-04-08 20:00:00
308,38.0,10,3.8,59.0,10,5.9,63.0,10,6.3,39.0,10,3.9,5.0,4,1.25,0.0,0,0.0,Northwest,2020-04-08 20:00:00
2108,7.0,1,7.0,0.0,1,0.0,0.0,1,0.0,7.0,1,7.0,0.0,0,0.0,0.0,0,0.0,Oakwillow,2020-04-08 20:00:00
428,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,Old Town,2020-04-08 20:00:00
188,43.0,7,6.142857142857142,44.0,7,6.2857142857142865,32.0,7,4.571428571428571,38.0,7,5.428571428571429,0.0,0,0.0,39.0,7,5.571428571428571,Palace Hills,2020-04-08 20:00:00
1508,39.0,10,3.9,64.0,10,6.4,43.0,10,4.3,42.0,10,4.2,29.0,7,4.142857142857143,0.0,0,0.0,Peppermill,2020-04-08 20:00:00
548,14.0,2,7.0,17.0,2,8.5,15.0,2,7.5,12.0,2,6.0,1.0,1,1.0,0.0,0,0.0,Safe Town,2020-04-08 20:00:00
1028,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,Scenic Vista,2020-04-08 20:00:00
1988,12.0,5,2.4,33.0,5,6.6,23.0,5,4.6,29.0,5,5.8,1.0,1,1.0,24.0,5,4.8,Southton,2020-04-08 20:00:00
668,38.0,8,4.75,53.0,8,6.625,42.0,8,5.25,40.0,8,5.0,0.0,2,0.0,15.0,8,1.875,Southwest,2020-04-08 20:00:00
1388,17.0,3,5.666666666666668,16.0,3,5.333333333333333,23.0,3,7.666666666666668,23.0,3,7.666666666666668,0.0,2,0.0,3.0,3,1.0,Terrapin Springs,2020-04-08 20:00:00
2348,17.0,4,4.25,27.0,4,6.75,32.0,4,8.0,27.0,4,6.75,0.0,0,0.0,0.0,0,0.0,West Parton,2020-04-08 20:00:00
1868,86.0,14,6.142857142857142,72.0,14,5.142857142857143,75.0,14,5.357142857142857,52.0,14,3.7142857142857135,1.0,4,0.25,0.0,0,0.0,Weston,2020-04-08 20:00:00
908,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,Wilson Forest,2020-04-08 20:00:00
1149,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,Broadview,2020-04-08 21:00:00
1269,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,Chapparal,2020-04-08 21:00:00
1629,15.0,2,7.5,11.0,2,5.5,6.0,2,3.0,11.0,2,5.5,1.0,1,1.0,0.0,0,0.0,Cheddarford,2020-04-08 21:00:00
789,97.0,18,5.388888888888888,113.0,18,6.277777777777778,108.0,18,6.0,90.0,18,5.0,2.0,4,0.5,99.0,18,5.5,Downtown,2020-04-08 21:00:00
2229,42.0,5,8.4,33.0,5,6.6,26.0,5,5.2,33.0,5,6.6,1.0,1,1.0,0.0,0,0.0,East Parton,2020-04-08 21:00:00
1749,37.0,6,6.166666666666668,32.0,6,5.333333333333333,30.0,6,5.0,24.0,6,4.0,0.0,3,0.0,0.0,0,0.0,Easton,2020-04-08 21:00:00
309,85.0,15,5.666666666666668,86.0,15,5.7333333333333325,102.0,15,6.8,67.0,15,4.466666666666667,0.0,1,0.0,0.0,0,0.0,Northwest,2020-04-08 21:00:00
2109,10.0,1,10.0,10.0,1,10.0,9.0,1,9.0,10.0,1,10.0,0.0,0,0.0,0.0,0,0.0,Oakwillow,2020-04-08 21:00:00
429,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,Old Town,2020-04-08 21:00:00
189,23.0,6,3.8333333333333335,31.0,6,5.166666666666667,28.0,6,4.666666666666667,44.0,6,7.333333333333332,1.0,1,1.0,39.0,6,6.5,Palace Hills,2020-04-08 21:00:00
1509,27.0,6,4.5,37.0,6,6.166666666666668,34.0,6,5.666666666666668,23.0,6,3.8333333333333335,11.0,3,3.6666666666666665,0.0,0,0.0,Peppermill,2020-04-08 21:00:00
549,2.0,1,2.0,5.0,1,5.0,2.0,1,2.0,0.0,1,0.0,0.0,0,0.0,0.0,0,0.0,Safe Town,2020-04-08 21:00:00
1029,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,Scenic Vista,2020-04-08 21:00:00
1989,14.0,2,7.0,17.0,2,8.5,11.0,2,5.5,19.0,2,9.5,0.0,0,0.0,15.0,2,7.5,Southton,2020-04-08 21:00:00
669,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,Southwest,2020-04-08 21:00:00
1389,27.0,4,6.75,21.0,4,5.25,30.0,4,7.5,27.0,4,6.75,0.0,0,0.0,24.0,4,6.0,Terrapin Springs,2020-04-08 21:00:00
2349,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,West Parton,2020-04-08 21:00:00
1869,42.0,9,4.666666666666667,62.0,9,6.888888888888888,41.0,9,4.5555555555555545,49.0,9,5.4444444444444455,1.0,1,1.0,0.0,0,0.0,Weston,2020-04-08 21:00:00
909,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,Wilson Forest,2020-04-08 21:00:00
1150,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,Broadview,2020-04-08 22:00:00
1270,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,Chapparal,2020-04-08 22:00:00
1630,4.0,1,4.0,4.0,1,4.0,3.0,1,3.0,5.0,1,5.0,0.0,1,0.0,0.0,0,0.0,Cheddarford,2020-04-08 22:00:00
790,83.0,14,5.928571428571429,81.0,14,5.7857142857142865,86.0,14,6.142857142857142,98.0,14,7.0,1.0,7,0.14285714285714285,57.0,14,4.071428571428571,Downtown,2020-04-08 22:00:00
2230,21.0,3,7.0,10.0,3,3.333333333333333,18.0,3,6.0,13.0,3,4.333333333333333,0.0,0,0.0,0.0,0,0.0,East Parton,2020-04-08 22:00:00
1750,3.0,3,1.0,20.0,3,6.666666666666668,23.0,3,7.666666666666668,12.0,3,4.0,0.0,0,0.0,0.0,0,0.0,Easton,2020-04-08 22:00:00
310,63.0,12,5.25,59.0,12,4.916666666666667,58.0,12,4.833333333333333,53.0,12,4.416666666666667,0.0,0,0.0,0.0,0,0.0,Northwest,2020-04-08 22:00:00
2110,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,Oakwillow,2020-04-08 22:00:00
430,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,Old Town,2020-04-08 22:00:00
190,32.0,6,5.333333333333333,40.0,6,6.666666666666668,46.0,6,7.666666666666668,43.0,6,7.166666666666668,0.0,0,0.0,29.0,6,4.833333333333333,Palace Hills,2020-04-08 22:00:00
1510,23.0,4,5.75,31.0,4,7.75,13.0,4,3.25,21.0,4,5.25,13.0,2,6.5,0.0,0,0.0,Peppermill,2020-04-08 22:00:00
550,5.0,1,5.0,4.0,1,4.0,3.0,1,3.0,9.0,1,9.0,0.0,1,0.0,0.0,0,0.0,Safe Town,2020-04-08 22:00:00
1030,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,Scenic Vista,2020-04-08 22:00:00
1990,12.0,3,4.0,11.0,3,3.6666666666666665,24.0,3,8.0,10.0,3,3.333333333333333,0.0,1,0.0,19.0,3,6.333333333333332,Southton,2020-04-08 22:00:00
670,29.0,3,9.666666666666666,9.0,3,3.0,5.0,3,1.6666666666666667,25.0,3,8.333333333333334,0.0,0,0.0,21.0,3,7.0,Southwest,2020-04-08 22:00:00
1390,22.0,3,7.333333333333332,16.0,3,5.333333333333333,16.0,3,5.333333333333333,9.0,3,3.0,0.0,0,0.0,21.0,3,7.0,Terrapin Springs,2020-04-08 22:00:00
2350,12.0,3,4.0,16.0,3,5.333333333333333,6.0,3,2.0,13.0,3,4.333333333333333,5.0,2,2.5,6.0,1,6.0,West Parton,2020-04-08 22:00:00
1870,74.0,14,5.285714285714286,80.0,14,5.7142857142857135,78.0,14,5.571428571428571,87.0,14,6.2142857142857135,2.0,3,0.6666666666666666,9.0,1,9.0,Weston,2020-04-08 22:00:00
910,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,Wilson Forest,2020-04-08 22:00:00
1151,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,Broadview,2020-04-08 23:00:00
1271,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,Chapparal,2020-04-08 23:00:00
1631,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,Cheddarford,2020-04-08 23:00:00
791,30.0,9,3.333333333333333,54.0,9,6.0,65.0,9,7.222222222222222,47.0,9,5.222222222222221,2.0,2,1.0,60.0,9,6.666666666666668,Downtown,2020-04-08 23:00:00
2231,12.0,2,6.0,3.0,2,1.5,9.0,2,4.5,19.0,2,9.5,0.0,0,0.0,0.0,0,0.0,East Parton,2020-04-08 23:00:00
1751,25.0,5,5.0,34.0,5,6.8,26.0,5,5.2,26.0,5,5.2,1.0,1,1.0,0.0,0,0.0,Easton,2020-04-08 23:00:00
311,41.0,9,4.5555555555555545,54.0,9,6.0,64.0,9,7.111111111111112,44.0,9,4.888888888888889,1.0,1,1.0,0.0,0,0.0,Northwest,2020-04-08 23:00:00
2111,9.0,1,9.0,6.0,1,6.0,5.0,1,5.0,6.0,1,6.0,0.0,0,0.0,0.0,0,0.0,Oakwillow,2020-04-08 23:00:00
431,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,Old Town,2020-04-08 23:00:00
191,28.0,5,5.6,20.0,5,4.0,15.0,5,3.0,27.0,5,5.4,0.0,0,0.0,30.0,5,6.0,Palace Hills,2020-04-08 23:00:00
1511,6.0,2,3.0,10.0,2,5.0,14.0,2,7.0,8.0,2,4.0,6.0,2,3.0,0.0,0,0.0,Peppermill,2020-04-08 23:00:00
551,12.0,2,6.0,3.0,2,1.5,15.0,2,7.5,15.0,2,7.5,0.0,0,0.0,0.0,0,0.0,Safe Town,2020-04-08 23:00:00
1031,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,Scenic Vista,2020-04-08 23:00:00
1991,24.0,4,6.0,28.0,4,7.0,30.0,4,7.5,28.0,4,7.0,0.0,0,0.0,26.0,4,6.5,Southton,2020-04-08 23:00:00
671,13.0,2,6.5,11.0,2,5.5,2.0,2,1.0,7.0,2,3.5,0.0,0,0.0,11.0,2,5.5,Southwest,2020-04-08 23:00:00
1391,17.0,2,8.5,11.0,2,5.5,9.0,2,4.5,13.0,2,6.5,0.0,1,0.0,13.0,2,6.5,Terrapin Springs,2020-04-08 23:00:00
2351,16.0,4,4.0,22.0,4,5.5,28.0,4,7.0,25.0,4,6.25,0.0,0,0.0,0.0,0,0.0,West Parton,2020-04-08 23:00:00
1871,59.0,11,5.363636363636363,65.0,11,5.909090909090909,67.0,11,6.090909090909091,52.0,11,4.727272727272728,0.0,3,0.0,0.0,0,0.0,Weston,2020-04-08 23:00:00
911,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,Wilson Forest,2020-04-08 23:00:00
1152,16110.0,1896,8.496835443037975,16075.0,1896,8.478375527426161,16084.0,1896,8.483122362869198,14260.0,1896,7.5210970464135025,3251.0,1845,1.7620596205962062,12512.0,1896,6.599156118143459,Broadview,2020-04-09 00:00:00
1272,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,Chapparal,2020-04-09 00:00:00
1632,4.0,2,2.0,20.0,2,10.0,15.0,2,7.5,5.0,2,2.5,0.0,0,0.0,0.0,0,0.0,Cheddarford,2020-04-09 00:00:00
792,134.0,20,6.7,131.0,20,6.55,130.0,20,6.5,113.0,20,5.65,1.0,3,0.3333333333333333,122.0,20,6.1,Downtown,2020-04-09 00:00:00
2232,20.0,3,6.666666666666668,15.0,3,5.0,19.0,3,6.333333333333332,19.0,3,6.333333333333332,0.0,0,0.0,0.0,0,0.0,East Parton,2020-04-09 00:00:00
